年,月-期底,機構類型名稱,機構名稱,流通卡數-張,有效卡數-張,本月發卡數-張,本月停卡數-張,循環信用餘額-新臺幣百萬元,本月簽帳金額-新臺幣百萬元,本月預借現金金額-新臺幣百萬元,逾期帳款比率-%,備抵呆帳提足率-%,本月轉銷呆帳金額-新臺幣百萬元,循環信用利息收入-新臺幣百萬元,簽帳手續費收入-新臺幣百萬元,預借現金手續費-新臺幣百萬元,收單特約商店家數-家
104,5,本國銀行,遠東國際商業銀行,1499358,1013186,11217,6079,5235,4223,221,0.31,100.21,13,80,43,1,38
104,5,本國銀行,元大商業銀行#,357289,183957,15083,1991,435,2084,1,0.19,1073.93,1,5,35,0,89
104,5,本國銀行,永豐商業銀行#,2199962,1310331,20348,14735,4884,6999,114,0.49,479.4,12,71,97,3,4805
104,5,本國銀行,玉山商業銀行#,3785419,2621789,38636,19997,10282,21112,103,0.22,2315.23,36,128,256,3,15536
104,5,本國銀行,凱基商業銀行#,499770,198578,4158,6128,1266,873,9,1.35,182.05,5,17,8,0,4035
104,5,本國銀行,星展(台灣)商業銀行,12594,6253,64,68,18,63,0,1.03,613.07,0,0,1,0,0
104,5,本國銀行,台新國際商業銀行#,3583601,2420880,30710,19342,10296,13761,149,0.25,612.62,22,104,203,8,76279
104,5,本國銀行,大眾商業銀行,593056,296893,9778,4901,888,1739,76,0.0,439.34,6,22,30,1,544
104,5,本國銀行,日盛國際商業銀行#,191277,105018,550,691,477,388,6,0.31,287.4,2,6,5,0,0
104,5,本國銀行,安泰商業銀行,201381,71057,1101,551,464,431,1,0.66,460.37,0,5,7,0,3078
104,5,本國銀行,中國信託商業銀行#,5841873,3817898,36311,35786,13915,25242,685,0.18,687.19,58,158,330,36,70323
104,5,信用卡公司,台灣樂天信用卡股份有限公司,14333,9640,4212,23,4,67,0,0.0,6054.22,0,0,1,0,0
104,5,信用卡公司,台灣美國運通國際(股)公司,162905,89384,3062,2776,319,4105,1,0.07,545.13,2,3,68,0,82040
104,5,信用卡公司,台灣永旺信用卡(股)公司,101844,50350,189,1097,298,186,4,1.94,740.19,4,4,2,0,362
104,5,信用卡公司,香港商台灣環滙亞太信用卡,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,9990
104,5,信用卡公司,財團法人聯合信用卡處理中心,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,93945
104,6,本國銀行,臺灣銀行#,226550,111561,1069,885,229,795,1,0.22,744.99,1,3,11,0,1152
104,6,本國銀行,臺灣土地銀行,133373,57172,10216,1166,199,438,1,0.23,3044.1,1,2,5,0,3713
104,6,本國銀行,合作金庫商業銀行#,388946,234366,6109,3960,553,3606,5,0.21,330.57,3,5,28,0,28631
104,6,本國銀行,第一商業銀行#,858292,574424,14618,8647,1319,4417,14,0.12,2103.06,5,18,51,0,1353
104,6,本國銀行,華南商業銀行#,765535,543281,15944,8218,659,4770,1,0.04,1531.51,9,8,59,0,5604
104,6,本國銀行,彰化商業銀行,416148,202799,7227,2492,288,2567,1,0.18,628.89,0,4,15,0,284
104,6,本國銀行,上海商業儲蓄銀行,372240,191826,1430,4503,774,1232,7,0.47,2904.47,5,9,18,0,341
104,6,本國銀行,台北富邦銀行#,2403451,1605158,96557,68166,6792,17457,98,0.17,755.01,23,82,213,4,563
104,6,本國銀行,國泰世華商業銀行#,4988568,3469575,61177,25834,14140,36064,251,0.13,2171.96,23,172,294,5,9570
104,6,本國銀行,高雄銀行,9087,3979,53,29,6,157,0,0.13,552.94,0,0,0,0,1085
104,6,本國銀行,兆豐國際商業銀行#,594242,394041,11200,4257,1240,3649,7,0.15,916.66,2,17,33,0,63
104,6,本國銀行,花旗(台灣)商業銀行,2923602,2499517,19298,27670,16991,21564,188,0.43,745.09,55,208,242,6,38320
104,6,本國銀行,澳盛(台灣)商業銀行,627350,379940,6173,6195,3318,3881,19,0.37,376.05,11,44,29,1,965
104,6,本國銀行,臺灣中小企業銀行,335844,131559,1339,1383,545,1111,4,0.18,548.65,4,9,8,0,5
104,6,本國銀行,渣打國際商業銀行,408790,259438,2279,5435,2200,1944,11,0.39,486.53,12,29,24,0,8
104,6,本國銀行,台中商業銀行,162573,61045,2812,732,225,441,0,1.94,365.18,0,3,5,0,634
104,6,本國銀行,滙豐(台灣)商業銀行,631808,448016,8448,5775,2970,5252,63,0.22,2488.59,7,41,58,1,6
104,6,本國銀行,華泰商業銀行,10326,6728,20,26,20,72,0,0.16,205.96,0,0,1,0,0
104,6,本國銀行,臺灣新光商業銀行#,895696,454303,6639,4443,2192,5742,21,0.14,244.46,5,25,74,0,2109
104,6,本國銀行,陽信商業銀行,68973,39007,926,537,268,259,0,0.39,937.68,4,3,3,0,63
104,6,本國銀行,三信商業銀行,16797,11383,241,109,33,115,0,0.42,4789.32,0,0,1,0,0
104,6,本國銀行,聯邦商業銀行,1775563,793914,26818,12087,4987,6355,153,0.25,128.81,13,49,83,1,3403
104,6,本國銀行,遠東國際商業銀行,1490141,1009591,10752,19986,5182,7613,222,0.25,100.45,13,82,50,1,966
104,6,本國銀行,元大商業銀行#,366464,193815,10753,2264,438,2804,1,0.2,1003.0,0,5,41,0,90
104,6,本國銀行,永豐商業銀行#,2203939,1305286,20670,16693,4902,10064,125,0.45,476.41,11,74,102,3,5239
104,6,本國銀行,玉山商業銀行#,3797402,2641898,39004,27021,10275,29040,139,0.19,2273.3,36,131,291,3,15697
104,6,本國銀行,凱基商業銀行#,499704,200479,4485,4275,1264,1623,12,1.07,167.74,4,17,5,0,4178
104,6,本國銀行,星展(台灣)商業銀行,12597,6185,67,64,18,75,0,0.93,535.03,0,0,1,0,0
104,6,本國銀行,台新國際商業銀行#,3564681,2415330,28031,46951,10324,21477,187,0.23,595.71,20,101,209,9,76787
104,6,本國銀行,大眾商業銀行,597001,298069,9580,5599,910,2486,76,0.0,450.94,5,23,31,1,597
104,6,本國銀行,日盛國際商業銀行#,191037,103250,577,817,477,465,7,0.29,281.21,1,6,6,0,0
104,6,本國銀行,安泰商業銀行,198271,71258,1114,485,457,461,2,0.23,573.44,11,5,7,0,3104
104,6,本國銀行,中國信託商業銀行#,5834710,3814603,38912,38677,13904,40241,767,0.16,677.56,62,152,368,41,79025
104,6,信用卡公司,台灣樂天信用卡股份有限公司,20217,14176,5910,49,8,128,0,0.11,489.45,0,0,3,0,0
104,6,信用卡公司,台灣美國運通國際(股)公司,163177,89734,3562,3290,317,3915,1,0.11,426.48,1,3,65,0,82087
104,6,信用卡公司,台灣永旺信用卡(股)公司,100984,45816,188,1070,293,174,3,1.84,718.31,2,4,3,0,352
104,6,信用卡公司,香港商台灣環滙亞太信用卡,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,10019
104,6,信用卡公司,財團法人聯合信用卡處理中心,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,93141
104,7,本國銀行,臺灣銀行#,227162,111271,1177,915,236,678,2,0.18,745.01,1,3,11,0,1157
104,7,本國銀行,臺灣土地銀行,145413,63872,12694,1216,199,426,1,0.17,2412.36,1,2,6,0,3921
104,7,本國銀行,合作金庫商業銀行#,390389,236440,4752,3382,567,2176,4,0.31,326.93,2,6,29,0,28746
104,7,本國銀行,第一商業銀行#,867934,579465,16347,9676,1334,4099,14,0.13,2132.71,5,17,52,0,1440
104,7,本國銀行,華南商業銀行#,771724,550227,17273,8137,642,3600,1,0.13,963.2,0,8,60,0,5646
104,7,本國銀行,彰化商業銀行,421392,206487,7113,2768,303,1241,1,0.31,599.83,2,5,16,0,289
104,7,本國銀行,上海商業儲蓄銀行,368499,190695,1288,5029,774,1248,8,0.56,2303.14,0,9,21,0,365
104,7,本國銀行,台北富邦銀行#,2280596,1586423,24992,147847,6788,15222,107,0.18,737.44,22,85,210,4,568
104,7,本國銀行,國泰世華商業銀行#,5023329,3495486,61481,26718,13996,27011,277,0.14,2203.06,31,175,295,5,9584
104,7,本國銀行,高雄銀行,9125,3976,94,56,6,183,0,0.27,343.9,0,0,0,0,1086
104,7,本國銀行,兆豐國際商業銀行#,595526,395611,6767,5483,1199,2531,7,0.18,832.15,4,16,46,0,62
104,7,本國銀行,花旗(台灣)商業銀行,2923745,2502213,19972,29401,16685,19422,210,0.46,715.35,52,220,252,7,38366
104,7,本國銀行,澳盛(台灣)商業銀行,626306,377912,5719,6503,3348,3485,23,0.35,387.85,12,48,31,1,965
104,7,本國銀行,臺灣中小企業銀行,335356,130976,1257,1745,534,891,5,0.24,538.49,5,8,10,0,5
104,7,本國銀行,渣打國際商業銀行,405727,254890,2025,5133,2189,1528,11,0.42,487.45,10,28,24,1,30
104,7,本國銀行,台中商業銀行,169139,63245,8145,985,225,437,0,2.27,334.07,0,3,7,0,651
104,7,本國銀行,滙豐(台灣)商業銀行,632102,447438,7049,6755,2979,4404,64,0.22,2602.02,8,42,61,1,6
104,7,本國銀行,華泰商業銀行,10307,6679,16,34,20,57,0,0.27,207.55,0,0,1,0,0
104,7,本國銀行,臺灣新光商業銀行#,897462,456495,7878,6069,2180,3674,21,0.2,234.49,4,27,71,1,2111
104,7,本國銀行,陽信商業銀行,69297,39030,918,514,267,243,0,0.41,950.04,0,3,3,0,66
104,7,本國銀行,三信商業銀行,16825,11427,235,91,32,118,0,0.29,5635.98,0,0,1,0,0
104,7,本國銀行,聯邦商業銀行,1789386,795962,29711,15888,4965,5496,168,0.25,130.28,12,49,84,1,3420
104,7,本國銀行,遠東國際商業銀行,1495432,1006835,13281,8002,5109,4490,243,0.25,100.43,15,81,49,1,973
104,7,本國銀行,元大商業銀行#,380332,202385,15970,2725,484,2488,1,0.2,1012.21,2,5,42,0,98
104,7,本國銀行,永豐商業銀行#,2209480,1314781,22746,17205,4957,7802,147,0.42,557.16,14,70,104,3,5531
104,7,本國銀行,玉山商業銀行#,3838437,2662913,62563,21528,10304,20988,142,0.2,2248.4,36,129,288,4,16364
104,7,本國銀行,凱基商業銀行#,502375,200915,6946,4645,1259,957,12,1.12,132.44,8,17,5,0,4316
104,7,本國銀行,星展(台灣)商業銀行,12593,6167,96,100,19,66,0,0.48,1444.57,0,0,1,0,0
104,7,本國銀行,台新國際商業銀行#,3560269,2415953,32970,37382,10408,15307,202,0.25,589.78,20,105,214,9,77250
104,7,本國銀行,大眾商業銀行,602128,307397,10739,5580,905,1918,89,0.0,453.37,7,21,33,1,609
104,7,本國銀行,日盛國際商業銀行#,190698,101849,569,908,476,421,8,0.23,272.49,2,6,6,0,0
104,7,本國銀行,安泰商業銀行,195703,70822,1261,654,452,447,2,0.35,588.58,0,5,7,0,3142
104,7,本國銀行,中國信託商業銀行#,5841052,3804284,41114,35674,14062,27677,795,0.16,666.88,70,154,364,43,92837
104,7,信用卡公司,台灣樂天信用卡股份有限公司,28738,20121,8561,82,14,172,0,0.08,521.46,0,0,4,0,0
104,7,信用卡公司,台灣美國運通國際(股)公司,162668,89233,2800,3309,320,4031,1,0.2,319.45,1,3,70,0,82051
104,7,信用卡公司,台灣永旺信用卡(股)公司,100190,44195,155,951,286,175,3,1.48,941.71,3,4,3,0,347
104,7,信用卡公司,香港商台灣環滙亞太信用卡,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,10010
104,7,信用卡公司,財團法人聯合信用卡處理中心,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,93203
104,8,本國銀行,臺灣銀行#,227819,111332,1217,908,235,624,1,0.17,760.23,0,3,8,0,1167
104,8,本國銀行,臺灣土地銀行,156915,72014,12553,955,199,468,1,0.28,1770.22,0,2,7,0,3962
104,8,本國銀行,合作金庫商業銀行#,391489,236950,4342,3113,583,2062,4,0.29,324.67,4,5,25,0,28817
104,8,本國銀行,第一商業銀行#,877553,582122,16516,9632,1335,3705,16,0.13,2153.01,5,17,49,0,1540
104,8,本國銀行,華南商業銀行#,778229,556501,16260,7272,653,3432,1,0.2,699.03,0,8,57,0,5687
104,8,本國銀行,彰化商業銀行,425898,208632,6222,2508,313,1165,1,0.31,631.05,0,5,14,0,296
104,8,本國銀行,上海商業儲蓄銀行,367679,189936,1145,1965,745,1089,6,0.46,3157.6,5,9,18,0,392
104,8,本國銀行,台北富邦銀行#,2274799,1603796,22096,27893,6898,13720,111,0.18,726.5,24,85,193,4,577
104,8,本國銀行,國泰世華商業銀行#,5062079,3532203,64262,25512,14069,24722,257,0.14,2211.4,31,175,291,5,9614
104,8,本國銀行,高雄銀行,9130,3964,98,93,6,166,0,0.23,304.43,0,0,0,0,1081
104,8,本國銀行,兆豐國際商業銀行#,597217,397344,6702,5011,1179,2462,8,0.19,832.64,3,17,37,0,63
104,8,本國銀行,花旗(台灣)商業銀行,2921708,2500244,18256,29957,16343,18734,200,0.47,705.91,52,215,236,6,38001
104,8,本國銀行,澳盛(台灣)商業銀行,626218,378771,5340,5483,3318,3159,21,0.36,383.41,13,46,26,1,965
104,8,本國銀行,臺灣中小企業銀行,334073,130447,859,2142,523,851,5,0.25,452.73,2,8,8,0,5
104,8,本國銀行,渣打國際商業銀行,402583,250850,1528,4689,2182,1454,11,0.41,495.67,10,28,21,1,30
104,8,本國銀行,台中商業銀行,177678,67763,10178,1031,236,413,0,2.54,301.86,0,4,5,0,674
104,8,本國銀行,滙豐(台灣)商業銀行,631542,446750,6035,6595,2956,3969,52,0.23,2567.72,8,42,57,1,6
104,8,本國銀行,華泰商業銀行,10295,6608,18,29,19,53,0,0.28,208.55,0,0,1,0,0
104,8,本國銀行,臺灣新光商業銀行#,902155,459335,10362,6015,2173,3469,23,0.18,243.92,6,27,65,0,2103
104,8,本國銀行,陽信商業銀行,69585,38591,852,478,265,229,0,0.53,909.96,0,2,3,0,71
104,8,本國銀行,三信商業銀行,16785,11368,142,70,33,109,0,0.22,6124.25,0,0,1,0,0
104,8,本國銀行,聯邦商業銀行,1797061,798527,25185,17510,4874,5457,168,0.25,130.99,13,49,81,1,3463
104,8,本國銀行,遠東國際商業銀行,1500324,1006496,12639,7757,5142,4314,214,0.27,100.41,15,83,40,1,973
104,8,本國銀行,元大商業銀行#,391376,211893,12941,2483,442,2275,1,0.19,1042.99,1,5,38,0,105
104,8,本國銀行,永豐商業銀行#,2212411,1320620,19207,16276,4952,6939,133,0.41,583.71,13,71,98,3,5708
104,8,本國銀行,玉山商業銀行#,3863455,2685819,46168,21150,10282,20657,106,0.2,1524.45,36,133,279,3,16989
104,8,本國銀行,凱基商業銀行#,505215,202490,7142,3758,1240,858,12,1.15,133.33,6,17,3,0,4324
104,8,本國銀行,星展(台灣)商業銀行,12599,6108,75,69,19,58,0,0.62,1073.66,0,0,1,0,0
104,8,本國銀行,台新國際商業銀行#,3565954,2420131,28553,22868,10429,14633,173,0.25,576.59,22,102,193,9,77803
104,8,本國銀行,大眾商業銀行,604757,309198,9210,6538,923,1749,77,0.0,454.66,8,22,30,1,640
104,8,本國銀行,日盛國際商業銀行#,190610,101091,621,709,476,386,7,0.18,281.3,2,6,5,0,0
104,8,本國銀行,安泰商業銀行,193011,70747,1279,601,448,453,1,0.44,596.18,0,5,7,0,3169
104,8,本國銀行,中國信託商業銀行#,5843858,3810893,39595,36740,14011,26687,760,0.17,671.84,62,158,331,40,93418
104,8,信用卡公司,台灣樂天信用卡股份有限公司,36758,27453,8091,128,18,166,0,0.07,544.02,0,0,3,0,0
104,8,信用卡公司,台灣美國運通國際(股)公司,162229,89130,2705,3144,326,3758,1,0.26,310.7,1,3,75,0,82146
104,8,信用卡公司,台灣永旺信用卡(股)公司,99611,42958,103,720,279,177,4,1.46,932.47,3,4,2,0,343
104,8,信用卡公司,香港商台灣環滙亞太信用卡,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,9987
104,8,信用卡公司,財團法人聯合信用卡處理中心,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,93327
104,9,本國銀行,臺灣銀行#,227910,110302,751,1185,236,627,1,0.35,532.05,0,2,9,0,1179
104,9,本國銀行,臺灣土地銀行,170100,79950,13583,1060,204,503,1,0.19,1793.26,1,2,7,0,3974
104,9,本國銀行,合作金庫商業銀行#,392621,238308,4313,3271,583,2031,3,0.49,282.22,0,5,24,0,28905
104,9,本國銀行,第一商業銀行#,885280,588048,14749,9725,1360,3829,16,0.14,2046.35,5,18,57,0,1623
104,9,本國銀行,華南商業銀行#,784447,560764,15378,7087,703,3459,1,0.05,1338.16,11,8,62,0,5674
104,9,本國銀行,彰化商業銀行,430516,211269,6064,2378,321,1117,1,0.23,720.31,3,4,14,0,296
104,9,本國銀行,上海商業儲蓄銀行,366563,189492,1084,2200,757,1073,7,0.56,2521.73,0,8,17,0,409
104,9,本國銀行,台北富邦銀行#,2275626,1605468,22924,22097,6946,15058,95,0.19,698.92,22,79,192,4,611
104,9,本國銀行,國泰世華商業銀行#,5095820,3564360,58358,24617,14012,28899,253,0.13,2240.06,28,167,338,6,9613
104,9,本國銀行,高雄銀行,9108,3956,71,94,6,167,0,0.24,283.14,0,0,0,0,1080
104,9,本國銀行,兆豐國際商業銀行#,599875,397415,7583,4925,1186,2405,7,0.29,627.36,0,17,37,0,62
104,9,本國銀行,花旗(台灣)商業銀行,2921345,2491077,18020,27323,15485,18718,188,0.5,656.11,50,191,234,6,38120
104,9,本國銀行,澳盛(台灣)商業銀行,613654,375593,5211,17873,3300,3247,19,0.4,374.51,13,42,25,1,966
104,9,本國銀行,臺灣中小企業銀行,333202,130222,966,1837,517,837,4,0.25,440.74,2,7,8,0,5
104,9,本國銀行,渣打國際商業銀行,399000,245333,1681,5156,2174,1468,10,0.46,485.76,12,24,20,0,30
104,9,本國銀行,台中商業銀行,185207,72411,9035,879,235,441,0,1.56,507.07,9,2,6,0,696
104,9,本國銀行,滙豐(台灣)商業銀行,631412,445475,6529,6659,2935,3816,54,0.23,2627.3,8,37,55,1,6
104,9,本國銀行,華泰商業銀行,10279,6575,23,38,21,56,0,0.35,207.35,0,0,1,0,0
104,9,本國銀行,臺灣新光商業銀行#,903886,459544,9170,7144,2205,3428,31,0.16,241.86,7,25,65,0,2112
104,9,本國銀行,陽信商業銀行,70004,38756,975,434,264,233,0,0.12,1124.7,4,3,3,0,74
104,9,本國銀行,三信商業銀行,16755,11331,111,76,33,112,0,0.13,7553.95,0,0,1,0,0
104,9,本國銀行,聯邦商業銀行,1807333,801545,25477,15205,4779,5413,158,0.3,128.09,13,43,82,1,3473
104,9,本國銀行,遠東國際商業銀行,1504646,1005363,11511,7200,5177,4433,208,0.31,100.02,16,79,42,1,974
104,9,本國銀行,元大商業銀行#,401512,220622,12200,2673,446,2559,1,0.17,1050.32,2,5,44,0,111
104,9,本國銀行,永豐商業銀行#,2165121,1317764,17392,64682,5002,6902,125,0.41,585.82,14,69,97,3,5867
104,9,本國銀行,玉山商業銀行#,3884314,2711900,41687,20828,10356,21602,100,0.2,1461.97,34,124,271,3,17163
104,9,本國銀行,凱基商業銀行#,506681,205656,5187,3654,1225,946,11,1.26,124.07,5,17,4,0,4541
104,9,本國銀行,星展(台灣)商業銀行,12672,6154,299,226,18,58,0,0.91,764.36,0,0,1,0,0
104,9,本國銀行,台新國際商業銀行#,3575453,2419132,29707,20208,10512,14747,175,0.25,575.23,22,98,206,9,78496
104,9,本國銀行,大眾商業銀行,597578,310048,9578,16682,916,1728,73,0.0,441.04,8,21,29,1,678
104,9,本國銀行,日盛國際商業銀行#,190397,102877,535,748,502,385,7,0.21,282.63,2,5,5,0,0
104,9,本國銀行,安泰商業銀行,190759,70956,1242,495,444,462,1,0.57,577.21,0,4,6,0,3263
104,9,本國銀行,中國信託商業銀行#,5852203,3822673,43498,35235,14071,26384,711,0.18,658.85,59,154,333,42,94325
104,9,信用卡公司,台灣樂天信用卡股份有限公司,46127,35360,9431,152,18,216,0,0.11,304.37,0,0,4,0,0
104,9,信用卡公司,台灣美國運通國際(股)公司,162198,88546,3093,3124,329,3809,1,0.2,342.88,5,3,78,0,82256
104,9,信用卡公司,台灣永旺信用卡(股)公司,99106,41436,108,649,278,164,3,1.21,1344.61,3,2,2,0,332
104,9,信用卡公司,香港商台灣環滙亞太信用卡,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,9467
104,9,信用卡公司,財團法人聯合信用卡處理中心,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,93476
104,10,本國銀行,臺灣銀行#,228340,111509,1434,1896,239,705,1,0.24,653.92,1,3,11,0,1189
104,10,本國銀行,臺灣土地銀行,174901,88750,7015,1240,210,628,1,0.15,2181.11,1,2,10,0,4017
104,10,本國銀行,合作金庫商業銀行#,395473,241903,6240,3491,578,2324,5,0.28,314.64,8,6,31,0,29057
104,10,本國銀行,第一商業銀行#,891340,596722,13525,10498,1359,4201,16,0.13,2093.9,5,15,57,0,1800
104,10,本國銀行,華南商業銀行#,792123,568672,17250,7603,700,4038,1,0.09,998.22,0,8,66,0,5724
104,10,本國銀行,彰化商業銀行,434771,213060,5717,2622,260,1227,1,0.22,776.23,0,4,18,0,304
104,10,本國銀行,上海商業儲蓄銀行,365688,189384,1194,2069,757,1192,7,0.55,2803.96,3,8,20,0,414
104,10,本國銀行,台北富邦銀行#,2275159,1617158,24034,24501,6853,17045,110,0.19,711.17,24,78,234,4,653
104,10,本國銀行,國泰世華商業銀行#,5071267,3564481,60545,85098,14096,29662,272,0.14,2236.15,27,167,351,5,9609
104,10,本國銀行,高雄銀行,9086,3976,37,61,7,173,0,0.23,276.56,0,0,0,0,1078
104,10,本國銀行,兆豐國際商業銀行#,601979,399125,7917,5813,1178,2669,7,0.19,610.97,7,15,47,0,63
104,10,本國銀行,花旗(台灣)商業銀行,2918634,2486708,18019,30029,16652,21876,208,0.5,665.98,63,192,290,7,38178
104,10,本國銀行,澳盛(台灣)商業銀行,613930,373324,5924,5643,3304,3530,23,0.46,337.9,11,42,32,1,966
104,10,本國銀行,臺灣中小企業銀行,332592,130271,1030,1640,505,973,6,0.23,436.47,4,7,11,0,5
104,10,本國銀行,渣打國際商業銀行,395830,241750,1633,4919,2151,1580,12,0.47,488.0,10,24,25,0,30
104,10,本國銀行,台中商業銀行,189490,76568,6066,1202,238,473,0,1.68,410.86,0,4,7,0,703
104,10,本國銀行,滙豐(台灣)商業銀行,630201,442516,6238,7449,2936,4705,54,0.25,2522.57,9,37,64,1,6
104,10,本國銀行,華泰商業銀行,10267,6546,15,29,19,58,0,0.7,199.76,0,0,1,0,0
104,10,本國銀行,臺灣新光商業銀行#,907443,460101,7970,4932,2177,3653,28,0.19,237.16,6,24,76,1,2093
104,10,本國銀行,陽信商業銀行,70353,38414,924,530,259,250,1,0.14,1214.35,0,2,3,0,84
104,10,本國銀行,三信商業銀行,16779,11312,122,64,32,119,0,0.2,6626.23,0,0,1,0,0
104,10,本國銀行,聯邦商業銀行,1815908,802354,24478,15903,4702,5568,174,0.31,124.01,13,39,86,2,3522
104,10,本國銀行,遠東國際商業銀行,1510258,1008838,16700,11109,5052,5021,240,0.3,100.88,15,75,67,1,1012
104,10,本國銀行,元大商業銀行#,412631,229990,13025,2857,485,3087,1,0.16,1082.17,1,5,51,0,112
104,10,本國銀行,永豐商業銀行#,2169164,1318705,20316,16273,5047,7567,135,0.39,628.89,15,66,105,3,6028
104,10,本國銀行,玉山商業銀行#,3907811,2735477,46188,22691,10449,22810,104,0.22,1425.72,38,122,307,4,17386
104,10,本國銀行,凱基商業銀行#,507823,208201,4585,3639,1208,1038,11,1.35,124.6,10,12,7,0,4666
104,10,本國銀行,星展(台灣)商業銀行,12647,6236,103,128,19,62,0,0.85,856.28,0,0,1,0,0
104,10,本國銀行,台新國際商業銀行#,3583167,2431192,33148,25434,10500,17126,157,0.27,535.98,20,102,233,9,81172
104,10,本國銀行,大眾商業銀行,600381,311162,9621,6778,901,2046,76,0.0,450.56,8,20,36,1,695
104,10,本國銀行,日盛國際商業銀行#,189900,103907,436,933,475,437,9,0.19,291.24,2,5,7,0,0
104,10,本國銀行,安泰商業銀行,189731,71222,1194,612,438,461,2,0.65,571.37,0,4,8,0,3311
104,10,本國銀行,中國信託商業銀行#,5869043,3826677,45828,30599,14201,28684,761,0.19,645.18,69,142,389,42,95015
104,10,信用卡公司,台灣樂天信用卡股份有限公司,56432,43467,10382,161,27,257,0,0.09,331.67,0,1,5,0,0
104,10,信用卡公司,台灣美國運通國際(股)公司,162333,88311,3297,3162,329,4113,1,0.12,390.81,6,3,85,0,82463
104,10,信用卡公司,台灣永旺信用卡(股)公司,93600,41730,114,5638,276,174,4,1.2,1386.68,2,3,3,0,298
104,10,信用卡公司,香港商台灣環滙亞太信用卡,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,9489
104,10,信用卡公司,財團法人聯合信用卡處理中心,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,93857
104,11,本國銀行,臺灣銀行#,228175,111757,1436,2205,236,610,2,0.33,514.9,1,2,10,0,1214
104,11,本國銀行,臺灣土地銀行,180696,95407,6246,1046,212,587,1,0.14,2214.35,0,2,10,0,4044
104,11,本國銀行,合作金庫商業銀行#,404820,245358,12717,3523,592,2165,4,0.43,276.65,0,6,30,0,29131
104,11,本國銀行,第一商業銀行#,895478,599990,10673,9314,1331,3933,17,0.13,2184.25,5,16,56,0,1875
104,11,本國銀行,華南商業銀行#,799374,576415,17101,8063,717,3563,1,0.13,738.66,0,8,65,0,5786
104,11,本國銀行,彰化商業銀行,439025,215182,5634,2520,327,1165,1,0.3,667.87,3,5,16,0,320
104,11,本國銀行,上海商業儲蓄銀行,365010,188676,1202,1880,742,1037,7,0.66,2167.94,0,8,18,0,433
104,11,本國銀行,台北富邦銀行#,2270631,1622565,18247,22775,6893,14339,97,0.16,759.66,26,74,195,4,659
104,11,本國銀行,國泰世華商業銀行#,5111222,3593451,65724,25769,14348,27770,240,0.14,2246.9,28,167,318,5,22421
104,11,本國銀行,高雄銀行,9047,3941,36,75,7,160,0,0.36,204.14,0,0,0,0,1075
